nodeid,nodenm,gpslati,gpslong
CJB187000006,남경마을,36.44449764,127.42925787
CJB187000007,남경마을,36.44504925,127.42970342
CJB187000008,신탄진과선교,36.44292991,127.42945032
CJB187000009,신탄진과선교,36.44242017,127.42961482
CJB270000005,청주대교,36.63674923,127.48581734
CJB270000006,지하상가,36.63699526,127.48809267
CJB270000007,시청 신청사예정지,36.64163614,127.48993896
CJB270000008,시청 신청사예정지,36.64174424,127.48972584
CJB270000009,상당공원,36.63867605,127.49022876
CJB270000010,상당공원,36.63827951,127.49007548
CJB270000011,방아다리.수암골,36.64455226,127.4896634
CJB270000012,방아다리,36.64425121,127.4894837
CJB270000013,용두사지철당간,36.63288973,127.49071036
CJB270000014,일신여자고등학교,36.62610803,127.49560949
CJB271000281,비하삼일아파트,36.63380451,127.42452124
CJB271000282,비하새동네.영조1차아파트,36.63728421,127.42287439
CJB271000283,마래마을,36.64566958,127.39847645
CJB271000284,마래마을,36.64586753,127.39829815
CJB271000285,지서,36.64682507,127.41021702
CJB271000286,서촌동,36.65776246,127.40594618
CJB271000288,용수막,36.61569635,127.40370752
CJB271000289,정봉동,36.64261453,127.38969141
CJB271000290,정봉동,36.64246476,127.38981469
CJB271000292,청주역,36.64614279,127.39302628
CJB271000293,롯데쇼핑몰,36.64489912,127.42246321
CJB271000294,석곡동,36.60501715,127.42404519
CJB271000295,석곡동,36.60505906,127.42416285
CJB271000297,동막동,36.59641976,127.36959061
CJB271000298,서촌동,36.64916784,127.39591664
CJB271000299,서촌동,36.64925761,127.39599767
CJB271000300,신촌,36.65250002,127.3912587
CJB271000301,신촌,36.65226036,127.39120972
CJB271000302,오룡마을,36.59955555,127.36837345
CJB271000303,비하대광로제비앙아파트,36.62669862,127.42204969
CJB271000304,비하대광로제비앙아파트,36.62668903,127.42438328
CJB271000305,원평놀이터,36.66723683,127.43874912
CJB271000307,화계,36.65678519,127.44657824
CJB271000308,화계종점,36.65959136,127.44490006
CJB271000310,신성동,36.65580142,127.41116473
CJB271000311,남촌,36.65624516,127.42197725
CJB271000312,신대2구,36.67866046,127.41207208
CJB271000314,SK하이닉스제2공장,36.64966665,127.42319325
CJB271000315,현대백화점,36.64553508,127.42801084
CJB271000316,SK하이닉스.LG화학,36.65150616,127.43523807
CJB271000317,중반,36.6714445,127.45196062
CJB271000318,중반,36.67154826,127.45190317
CJB271000319,상신,36.66545977,127.43992217
CJB271000320,원평,36.66567749,127.4400855
CJB271000321,원평놀이터,36.67962873,127.43162312
CJB271000322,원평,36.6797602,127.43153637
CJB271000323,외북동,36.6537973,127.43418029
CJB271000324,외북동,36.65359785,127.43427758
CJB271000325,왕암,36.65519614,127.44340145
CJB271000326,신대1구,36.67716688,127.4037944
CJB271000327,신대1구,36.67738363,127.40399733
CJB271000330,신대2구,36.6787812,127.41159498
CJB271000331,상신,36.66370531,127.43701503
CJB271000336,문암,36.67367189,127.45456684
CJB271000337,문암,36.67383406,127.4546467
CJB271000339,내곡동,36.66136912,127.42811341
CJB271000341,까치내,36.68043751,127.43588961
CJB271000342,까치내,36.68074073,127.43695197
CJB271000343,내곡동,36.66155137,127.42805105
CJB271000344,남촌,36.65617084,127.42180274
CJB271000345,평동,36.65940615,127.41632128
CJB271000346,벌독정이,36.67104026,127.43757735
CJB271000347,신성동,36.65580988,127.41132973
CJB271000348,원평,36.66562523,127.43988594
CJB271000349,향정동,36.65190579,127.42579462
CJB271000350,향정동,36.65163939,127.42566205
CJB271000351,송천교,36.66567692,127.46416696
CJB271000352,푸르지오.우미린아파트,36.66932985,127.46100541
CJB271000353,푸르지오.우미린아파트,36.67008259,127.46000316
CJB271000354,구.내곡초등학교,36.65968466,127.42867433
CJB271000355,구.내곡초등학교,36.65957359,127.42862262
CJB271000356,SK하이닉스제4공장,36.65738552,127.42799935
CJB271000357,남촌,36.65845948,127.42895932
CJB271000366,태성리,36.58575093,127.35473132
CJB271000367,재너머,36.5855321,127.3874511
CJB271000369,태성리진등고개,36.59284338,127.35447523
CJB271000370,태성1리,36.58707902,127.35613342
CJB271000371,태성리요곡마을,36.58692352,127.35995927
CJB271000372,궁현2리,36.58557372,127.36531958
CJB271000373,궁현2리(방아다리),36.58374736,127.36918434
CJB271000374,궁현1리,36.58471655,127.37508438
CJB271000375,궁현(큰골),36.58427596,127.37667188
CJB271000376,연정1리,36.5838165,127.38149356
CJB271000377,연정리,36.58431561,127.38455796
CJB271000378,태성삼거리,36.58697394,127.3562228
CJB271000379,충청대학교,36.62485997,127.37025781
CJB271000380,강내면행정복지센터,36.62070523,127.35857487
CJB271000381,월탄1리,36.60917802,127.35184882
CJB271000382,충청대학교,36.62450506,127.36859555
CJB271000383,월곡.상월곡,36.62336413,127.37469413
CJB271000384,월곡리,36.62364669,127.37409247
CJB271000389,탑연삼거리,36.62363149,127.35957787
CJB271000390,탑연리,36.623062,127.35848705
CJB271000391,강내면행정복지센터,36.62125793,127.35835126
CJB271000392,한국교원대학교,36.60817908,127.35814249
CJB271000393,태성리요곡마을,36.58701101,127.35980814
CJB284000297,용두리,36.72961505,127.38996582
CJB284000298,질푼이,36.7294315,127.40614953
CJB284000299,질푼이,36.72930284,127.40611226
CJB284000300,일신방직,36.73097344,127.41022577
CJB284000301,일신로지스틱스,36.7308892,127.41029894
CJB284000302,성산1리,36.73610058,127.42011322
CJB284000303,화덕,36.74085628,127.42724861
CJB284000304,화덕,36.74085793,127.42694097
CJB284000305,양지리(산수동),36.74164756,127.43414914
CJB284000306,양지리(산수동),36.74175,127.434117
CJB284000307,양지리,36.74054962,127.44415461
CJB284000308,양지리,36.74038638,127.44437438
CJB284000309,가곡,36.71970359,127.46070225
CJB284000310,가곡,36.71967774,127.46082222
CJB284000311,탑리,36.709317,127.4515
CJB284000312,기암,36.71185,127.455267
CJB284000313,석우리,36.71279166,127.45786185
CJB284000314,석우리(남촌),36.71699385,127.45919867
CJB284000315,석우리,36.71691835,127.45904495
CJB284000316,가곡(동촌),36.72192364,127.46083976
CJB284000317,가곡,36.72203491,127.46138303
CJB284000318,원리,36.7500892,127.45138738
CJB284000319,장대리,36.74346828,127.45547564
CJB284000320,행성화학,36.73205315,127.38719556
CJB284000321,행성화학,36.73347453,127.38741817
CJB284000322,방말,36.7579064,127.36512447
CJB284000323,후기,36.75477137,127.37870468
CJB284000324,후기,36.75475882,127.37886285
CJB284000325,도은사,36.7539715,127.381097
CJB284000326,도은사,36.75406833,127.38133802
CJB284000327,후기1리,36.74025642,127.39173186
CJB284000328,후기1리,36.74021592,127.39186917
CJB284000329,오창읍행정복지센터,36.74143816,127.45492036
CJB284000330,오창홈플러스,36.71359281,127.42837952
CJB284000331,오창종점,36.74116022,127.45620561
CJB284000332,오창읍행정복지센터,36.74151817,127.4547662
CJB284000333,한라비발디,36.710319,127.41715011
CJB284000334,각2리,36.69771758,127.42229478
CJB284000337,농업기술원(가곡리),36.72523689,127.47080716
CJB284000338,농업기술원(가곡리),36.72504991,127.47080426
CJB284000339,괴정리,36.72922476,127.46768546
CJB284000340,괴정리,36.73029396,127.4670803
CJB284000341,오창중학교.오창고등학교,36.73475304,127.46348358
CJB284000342,오창중학교.오창고등학교,36.73535478,127.46317991
CJB284000343,오창종점,36.74063507,127.45643424
CJB284000344,원리,36.74999186,127.45131476
CJB284000345,복현3리,36.74791193,127.45218734
CJB284000346,복현리,36.74354245,127.45527258
CJB284000347,농소,36.70676599,127.44069518
CJB284000348,오창프라자,36.71090036,127.42829901
CJB284000349,오창프라자,36.71059549,127.42828259
CJB284000350,번천,36.73336756,127.37164773
CJB284000351,성재,36.73663937,127.35700321
CJB284000352,장재울,36.73785708,127.35170733
CJB284000353,두릉,36.73955139,127.34674212
CJB284000354,복현2리,36.74997084,127.42627873
CJB284000355,석우리,36.71290962,127.45784379
CJB284000356,기암,36.71192516,127.45514474
CJB284000357,탑리,36.70946599,127.45142595
CJB284000358,각2리,36.69791246,127.42290694
CJB284000359,각리,36.7025638,127.42611597
CJB284000360,각리1리,36.7030359,127.42615326
CJB284000361,벤처프라자,36.70597867,127.42921813
CJB284000362,농소,36.70631066,127.44164749
CJB284000363,네패스,36.72369292,127.4453477
CJB284000364,녹십자,36.7220333,127.44405799
CJB284000365,유한양행,36.71448289,127.4384833
CJB284000366,유한양행,36.71402702,127.43778633
CJB284000367,벤처프라자,36.70713952,127.43097501
CJB284000368,엔지온,36.69960308,127.42192151
CJB284000369,ADO(에이디오),36.6997317,127.42179697
CJB284000370,각리초등학교,36.705816,127.42684587
CJB284000371,각리초등학교,36.70593106,127.42670274
CJB284000372,우림필유1차아파트,36.7092361,127.43021821
CJB284000373,우림필유1차아파트,36.70937575,127.43000898
CJB284000374,오창호수공원,36.71538418,127.42317202
CJB284000375,양청지하보도,36.71446629,127.42968781
CJB284000376,양청지하보도,36.71459465,127.42934701
CJB284000377,오창홈플러스,36.71342269,127.42832126
CJB284000378,양청리,36.71769625,127.43066143
CJB284000379,양청리,36.71738667,127.43030152
CJB284000380,오창호수공원,36.7157588,127.42308236
CJB284000381,구룡리,36.71123094,127.41836549
CJB284000382,쌍용스윗닷홈예가아파트,36.70862082,127.4181449
CJB284000383,한라비발디후문,36.70880639,127.41820414
CJB284000384,한라비발디정문,36.70745245,127.42003653
CJB270000015,일신여자고등학교,36.62678208,127.49549921
CJB270000016,육거리,36.62971752,127.49130114
CJB270000017,육거리시장,36.62769498,127.49101551
CJB270000018,육거리시장,36.627554,127.49067337
CJB270000019,육거리.산림조합,36.62962563,127.49111298
CJB270000020,원불교충북교구청,36.6324678,127.4936984
CJB270000021,석교동,36.6266862,127.49254429
CJB270000022,석교동,36.62746916,127.491824
CJB270000023,서운동,36.63156961,127.49107996
CJB270000024,지하상가,36.63682718,127.48855636
CJB270000025,청주대교,36.63665262,127.48700561
CJB270000026,도청,36.63417647,127.4907589
CJB270000027,도청,36.63497179,127.49045108
CJB270000028,금천새마을금고,36.62483346,127.50324253
CJB270000029,효성병원,36.62280615,127.4955864
CJB270000030,금천현대아파트,36.62963495,127.50252126
CJB270000031,팔각정공원,36.62406794,127.51192615
CJB270000032,팔각정공원,36.62331978,127.51224407
CJB270000033,청주동중학교,36.6270906,127.50484566
CJB270000034,제1금탑교,36.62580178,127.49921095
CJB270000035,부영7단지,36.62864934,127.50754467
CJB270000036,효성병원,36.62278568,127.49574705
CJB270000037,탑동삼일맨션,36.6281016,127.50057891
CJB270000038,장자마을9단지.10단지아파트,36.62761007,127.50893385
CJB270000039,동주초등학교,36.63122769,127.51057472
CJB270000040,농협동청주지점,36.6302181,127.50445472
CJB270000041,농협동청주지점,36.62998157,127.50428333
CJB270000042,금천초등학교,36.62736777,127.50477838
CJB270000043,금천중학교,36.63183548,127.51072028
CJB270000044,금천동행정복지센터,36.62470881,127.50006299
CJB270000045,금천새마을금고,36.62506802,127.5037038
CJB270000046,금천고등학교.혜원학교,36.62657779,127.50934146
CJB270000047,금석교.효성병원건강검진센터,36.62331593,127.49473926
CJB270000048,금석교.효성병원건강검진센터,36.62370983,127.49411058
CJB270000049,국제테니스장,36.62880309,127.51341737
CJB270000050,국제테니스장,36.62905624,127.51194541
CJB270000051,금천동행정복지센터,36.62491714,127.50074995
CJB270000052,한라비발디,36.6283088,127.51384997
CJB270000053,탑동현대아파트,36.63282512,127.50082826
CJB270000054,금천현대아파트,36.62933044,127.50193834
CJB270000055,제1금탑교,36.62530817,127.49833502
CJB270000056,원불교충북교구청,36.63239161,127.49393751
CJB270000057,우성아파트,36.63253128,127.49996392
CJB270000058,탑동삼일맨션,36.62792365,127.50011556
CJB270000059,탑대성동행정복지센터,36.63207738,127.49696302
CJB270000060,탑대성동행정복지센터,36.63218117,127.49711708
CJB270000061,한국병원,36.62012032,127.49646845
CJB270000062,청남초등학교,36.62023001,127.49677976
CJB270000063,영운동행정복지센터,36.6175971,127.49865946
CJB270000064,영운동행정복지센터,36.61802388,127.49794647
CJB270000065,영운교,36.61521567,127.49977435
CJB270000066,청석고,36.61740023,127.50455199
CJB270000067,운암2교,36.61721332,127.50305508
CJB270000068,영운교,36.61528846,127.50073761
CJB270000069,롯데마트상당점,36.6200416,127.51591891
CJB270000070,현대3차아파트,36.61048324,127.50448024
CJB270000071,현대3차아파트,36.6102633,127.50435866
CJB270000073,중흥마을1단지아파트,36.61977988,127.50952998
CJB270000074,강변뜨란채아파트,36.61324686,127.50080902
CJB270000075,강변뜨란채아파트,36.61373279,127.50051741
CJB270000076,금천배수지,36.62656506,127.51563499
CJB270000077,금천배수지,36.62584145,127.51583487
CJB270000078,청석고등학교,36.61717563,127.50617912
CJB270000079,용암주공아파트,36.61420701,127.51106754
CJB270000080,용암주공아파트,36.6145435,127.50843096
CJB270000081,건영아파트.원봉초등학교,36.61176982,127.50138583
CJB270000082,건영아파트.원봉초등학교,36.61150855,127.50150698
CJB270000083,용암초등학교,36.61377883,127.5093085
CJB270000084,청석고등학교,36.61662802,127.50634009
CJB270000085,용성초등학교,36.6237178,127.5190991
CJB270000086,용성초등학교,36.6237547,127.51876706
CJB270000087,용성초등학교(후문),36.62359943,127.51553764
CJB270000088,용성초등학교(후문),36.62342336,127.51562031
CJB270000089,영운교,36.615144,127.50161756
CJB270000090,부영6단지아파트,36.61655588,127.5095371
CJB270000091,덕일마이빌,36.61734065,127.51089407
CJB270000092,부영2단지아파트,36.61944453,127.51347796
CJB270000093,부영2단지,36.61927109,127.5135672
CJB270000094,롯데마트상당점,36.61989894,127.51562555
CJB271000394,궁현2리(연꽃마을),36.58541161,127.36530436
CJB271000395,궁현리,36.58365764,127.36913458
CJB271000396,궁현1리,36.58461795,127.37513208
CJB271000397,궁현(큰골),36.58414093,127.37676095
CJB271000398,연정리,36.58425527,127.38464652
CJB271000399,연정1리,36.58392154,127.38138224
CJB271000400,태성리진등고개,36.59301352,127.35459349
CJB271000402,한국교원대정문,36.60698452,127.35358464
CJB271000403,월탄1리,36.60986419,127.35193218
CJB271000404,태성리,36.58582164,127.35522463
CJB271000411,재너머,36.58550012,127.38767961
CJB271000414,저산1리,36.56482212,127.35283941
CJB271000415,저산1리,36.56471653,127.35279073
CJB271000416,산단리,36.57896764,127.35351338
CJB271000417,산단리,36.57895084,127.35340947
CJB271000418,산단,36.58232234,127.35466831
CJB271000419,산단,36.5823737,127.35459538
CJB271000420,충청대학교,36.6211204,127.36888966
CJB271000421,월곡리.충청대학교,36.6240231,127.37000189
CJB271000423,당산마을,36.60006274,127.36387746
CJB271000424,한국교원대정문,36.60602179,127.35402937
CJB271000425,한국교원대후문,36.61744094,127.35560899
CJB271000426,한빛아파트,36.61763796,127.35554479
CJB271000428,청주성신학교.신전동,36.59673089,127.40195957
CJB271000429,구암,36.59795511,127.40531929
CJB271000431,까치말,36.69588538,127.42059583
CJB271000432,까치말,36.69595362,127.42027242
CJB271000433,쌍청2리,36.64197882,127.35050434
CJB271000434,신촌리,36.647675,127.35398909
CJB271000435,신촌리3반,36.64903522,127.35686373
CJB271000436,신촌리3반,36.64909162,127.35675432
CJB271000437,신촌리(끝새말),36.65016803,127.3592477
CJB271000438,신촌리(끝새말),36.65012617,127.35891886
CJB271000439,신촌리1반,36.65057576,127.35983554
CJB271000440,덕촌2구,36.65207795,127.362948
CJB271000441,덕촌2구,36.65213388,127.36284111
CJB271000442,덕촌1리,36.65423347,127.36684797
CJB271000443,덕촌1리,36.6542975,127.36676057
CJB271000444,아트빌아파트,36.65654068,127.36831037
CJB271000445,도람말,36.71054199,127.36629363
CJB271000446,골말,36.70829616,127.36405318
CJB271000447,호죽1리,36.7062695,127.36400822
CJB271000448,호죽리,36.70434672,127.3639328
CJB271000449,호죽1리(해평),36.69760071,127.3625266
CJB271000450,몽단이,36.68523174,127.36596721
CJB271000451,몽단이,36.68507926,127.36593793
CJB271000452,오산2리,36.67678996,127.37092782
CJB271000453,신촌리,36.65488693,127.35485413
CJB271000454,신촌리,36.65500091,127.35475477
CJB271000455,덕촌2리,36.65908645,127.36179036
CJB271000456,덕촌2구.광단말,36.65919936,127.36176528
CJB271000457,덕촌,36.65907986,127.36466878
CJB271000458,덕촌,36.65920997,127.36471217
CJB271000459,오산11리,36.66092866,127.36834337
CJB271000460,환희종점,36.65936881,127.34214551
CJB271000462,하동림(원두골),36.67977323,127.32959327
CJB271000463,하동림(원두골),36.67986036,127.32951043
CJB271000465,하동림(사거리),36.68491819,127.33687311
CJB271000466,장동삼거리,36.68485093,127.33697978
CJB271000467,한울아파트,36.66663752,127.37023528
CJB271000468,옥산2리,36.66695064,127.3701237
CJB271000469,옥산중학교,36.66998668,127.37148491
CJB271000470,옥산중학교,36.66995427,127.37160636
CJB271000471,환희2구,36.67400842,127.36163369
CJB271000472,장동(금성),36.68890635,127.33194657
CJB271000473,장동종점,36.69480654,127.31962687
CJB271000474,장동(곡수),36.69202112,127.3282255
CJB271000475,금정2차아파트,36.65945926,127.36800763
CJB271000476,오산11리,36.66049325,127.36849686
CJB271000477,오산11리,36.66072617,127.36880891
CJB271000478,옥산한울2차아파트,36.66566359,127.37068626
CJB271000479,옥산삼화당약국,36.66502202,127.37494263
CJB271000480,LG화학,36.6958406,127.41729856
CJB271000481,린텍코리아,36.70380206,127.4110252
CJB271000482,심텍,36.70377539,127.4107774
CJB271000483,스템코,36.69950655,127.40873342
CJB271000485,화인테크노빌아파트,36.6676147,127.38519789
CJB271000486,LG화학,36.69555493,127.41724852
CJB271000487,덕촌3리,36.64917207,127.37525116
CJB271000488,덕촌3리,36.65022944,127.37673661
CJB271000489,정봉,36.64708995,127.37290492
CJB271000491,호죽리,36.70716082,127.37234385
CJB271000492,호죽2리종점,36.70682259,127.37914565
CJB271000493,호죽리,36.70711394,127.37213734
CJB271000494,도람말,36.71065526,127.3663262
CJB271000495,호죽1리,36.70634468,127.36388165
CJB271000496,호죽리,36.7044671,127.36382056
CJB271000497,호죽1리,36.70043238,127.36330366
CJB271000498,호죽1리,36.70014488,127.36272007
CJB284000385,대우이안아파트,36.70728586,127.42000205
CJB284000386,각리초등학교후문,36.70690593,127.4229578
CJB284000388,중앙하이츠빌후문,36.70810947,127.42531486
CJB284000389,코아루아파트후문,36.70799748,127.42549084
CJB284000390,우림필유1차아파트,36.7092506,127.42697072
CJB284000391,중앙하이츠빌정문,36.70963662,127.42677304
CJB284000392,충북테크노파크,36.72054175,127.42887804
CJB284000393,충북테크노파크,36.71935482,127.42880887
CJB284000394,양청고등학교종점,36.72482722,127.43596298
CJB284000395,신평1리,36.69173127,127.43705616
CJB284000396,지게바위,36.69853635,127.4479499
CJB284000397,여암교,36.76769444,127.50303724
CJB284000398,유리.화산리,36.75360136,127.47884552
CJB284000399,일신리,36.7530199,127.4733176
CJB284000403,부영사랑으로6단지아파트,36.73377981,127.4510149
CJB284000404,부영사랑으로.대성베르힐아파트,36.73370225,127.45126897
CJB284000405,에코프로BM.오창지구대,36.73152364,127.45008687
CJB284000406,에코프로BM.오창지구대,36.73167288,127.45017859
CJB284000407,주성리,36.73559367,127.4554661
CJB284000408,주성리,36.73574466,127.45472231
CJB284000409,송대리,36.72653155,127.44784215
CJB284000410,양청리.양청초.중학교,36.71711061,127.42655516
CJB284000411,양청리.양청초.중학교,36.71736457,127.42646995
CJB284000412,송대리,36.72369875,127.44561652
CJB284000413,송대리(대니),36.72193174,127.44424138
CJB284000414,모아미래도.대성베르힐아파트,36.73598918,127.45351981
CJB284000415,후기1리,36.7436178,127.39151591
CJB284000416,탑리,36.70505292,127.45103149
CJB284000417,탑리,36.70488884,127.45031346
CJB284000418,후기리.퉁점,36.75416967,127.37955761
CJB284000419,비봉초등학교,36.71178925,127.41469234
CJB284000420,비봉초등학교,36.71180712,127.41445992
CJB284000421,청원고등학교,36.7151076,127.41355693
CJB284000422,청원고등학교,36.71520143,127.41334209
CJB284000423,장미공원,36.72373909,127.42934133
CJB284000424,장미공원,36.72351936,127.4293048
CJB284000425,한국생명공학연구원,36.72319625,127.43350741
CJB284000426,한국생명공학연구원,36.72346771,127.43349945
CJB284000427,창리초등학교,36.73745467,127.44937375
CJB284000428,창리초등학교,36.73731991,127.44853618
CJB284000429,양지리,36.73569213,127.44413934
CJB284000430,양지리,36.73573042,127.44384512
CJB284000431,목령산체육공원,36.73879455,127.44496683
CJB284000432,목령산체육공원,36.7389062,127.44476957
CJB284000433,한국기초과학연구원,36.72257451,127.43663568
CJB284000434,한국기초과학연구원,36.7230874,127.43689626
CJB284000435,송대공원,36.72379322,127.4407457
CJB284000436,송대공원,36.72360271,127.44134384
CJB284000438,모아미래도와이드시티아파트,36.73693044,127.4531861
CJB284000439,양지리,36.74204855,127.43772576
CJB284000440,양지리,36.7419254,127.43720172
CJB284000441,송대리,36.72955888,127.45013586
CJB284000443,각리공원,36.70997817,127.43260132
CJB284000444,오창수양관,36.73313763,127.41527846
CJB284000445,오창수양관,36.7330464,127.41548186
CJB284000446,화하1리,36.74714316,127.50300537
CJB284000447,화상2리,36.72828528,127.48334835
CJB284000448,금암,36.75170283,127.54908977
CJB284000449,보람동산,36.74982071,127.54833002
CJB284000450,신기리,36.73354973,127.54176046
CJB284000451,신기리,36.73400771,127.5419536
CJB284000452,북이면행정복지센터,36.73664503,127.54183358
CJB284000453,북이면행정복지센터,36.73710846,127.54212839
CJB284000454,현암리,36.74301491,127.54501332
CJB284000455,현암리,36.74214403,127.54430225
CJB284000456,장재,36.74708702,127.54726192
CJB284000457,현암·금암리,36.75199758,127.54896212
CJB284000458,내추리,36.75513026,127.54959627
CJB284000459,내추,36.75632802,127.54959858
CJB284000460,옥수리,36.76684122,127.56270061
CJB284000461,옥수리,36.76725354,127.56259999
CJB284000462,옥수삼거리,36.77239145,127.56541531
CJB284000463,옥수삼거리,36.77287698,127.56577943
CJB284000464,화상2리,36.72832639,127.48321769
CJB284000465,화하1리,36.74724353,127.5030641
CJB284000466,북이초등학교,36.76077014,127.55646113
CJB284000467,북이초등학교,36.7606232,127.55583714
CJB284000469,호명,36.73190083,127.60009284
CJB284000470,장재2리,36.74334489,127.55191644
CJB284000471,장재2리,36.74331322,127.55218404
CJB284000472,장재1리,36.74882347,127.56359382
CJB284000473,장재1리,36.74846383,127.56249916
CJB270000095,보살사입구,36.61653459,127.51388415
CJB270000096,보살사입구,36.61658326,127.51349181
CJB270000097,청주농협용암지점,36.62150391,127.5144421
CJB270000098,청주농협용암지점,36.62137984,127.51413315
CJB270000099,청운중학교,36.61852655,127.50702757
CJB270000100,청운중학교,36.6183863,127.50716079
CJB270000101,중흥마을1단지아파트,36.61962772,127.50959056
CJB270000102,김수녕양궁장입구,36.62668315,127.5199843
CJB270000103,김수녕양궁장입구,36.62696359,127.51970929
CJB270000104,용박골,36.61932515,127.52546245
CJB270000105,용박골,36.61942614,127.52542153
CJB270000106,보살사,36.62718672,127.53578335
CJB270000107,운암2교,36.61674077,127.50344531
CJB270000108,작은대머리,36.60695231,127.50039537
CJB270000109,작은대머리,36.60723359,127.50062286
CJB270000110,동부종점,36.62646088,127.51753274
CJB270000111,이정골종점,36.63483975,127.52306192
CJB270000112,용정3교,36.62105139,127.51261479
CJB270000113,용정3교,36.62103939,127.51232603
CJB270000114,한라비발디2단지,36.62871221,127.51787481
CJB270000115,한라비발디2단지,36.62923638,127.51788711
CJB270000116,한라비발디1단지,36.62983364,127.51701527
CJB270000117,한라비발디1단지,36.62965301,127.5169028
CJB270000118,선돌,36.63212635,127.5215252
CJB270000119,선돌,36.63214371,127.52138394
CJB270000120,산성1터널,36.64309785,127.5227124
CJB270000126,월오동종점,36.62171814,127.54706351
CJB270000127,월오동(박뜸말),36.61402163,127.53651465
CJB270000128,월오동(하니말),36.6131146,127.53433905
CJB270000129,월오보건진료소,36.61141727,127.52994618
CJB270000130,방서중흥S클래스아파트,36.60329946,127.50231511
CJB270000131,센트럴자이아파트.단재초등학교,36.59988089,127.5043185
CJB270000132,지북교차로,36.59578416,127.50572706
CJB270000133,지북동,36.59373396,127.50569339
CJB270000134,지북동,36.59380594,127.50591252
CJB270000135,용암효성아파트,36.60784334,127.50844419
CJB270000136,용암효성아파트,36.60779235,127.50807008
CJB270000138,용암태산아파트,36.61290677,127.51092548
CJB270000139,용암소라아파트,36.61265172,127.51101916
CJB270000140,용암세원아파트.교동초등학교,36.61009333,127.51165023
CJB270000141,상당초등학교,36.60870763,127.5101961
CJB270000142,용암삼일아파트.교동초등학교,36.61052103,127.51193849
CJB270000143,용암덕성아파트,36.60895002,127.51021316
CJB270000144,평촌교,36.59999022,127.50462889
CJB270000145,방서중흥S클래스아파트,36.60360194,127.50250926
CJB270000146,상당고등학교,36.6064927,127.51002704
CJB270000147,용암부영아파트,36.60648694,127.51048369
CJB270000148,월오동(박뜸말),36.61392903,127.5365845
CJB270000149,월오동(하니말),36.613,127.53435
CJB270000150,월오보건진료소,36.61130646,127.52991543
CJB270000151,지북교차로,36.59598748,127.50596528
CJB270000152,월오동,36.62005587,127.54640867
CJB270000153,서원말,36.62606539,127.548317
CJB270000154,목련공원,36.64284738,127.54900867
CJB270000155,청주시장례식장,36.6428159,127.54591417
CJB270000156,목련공원,36.64264341,127.54880606
CJB270000157,상수도사업본부.충북학사청주관,36.60026357,127.51265535
CJB270000160,상수도사업본부.충북학사청주관,36.5998531,127.51118857
CJB270000163,운동동삼거리,36.60171212,127.51527181
CJB270000164,해오름마을,36.61908071,127.54500002
CJB270000165,충북미래여성플라자,36.59827788,127.50826405
CJB270000166,충북미래여성플라자,36.59779554,127.5076686
CJB270000167,가락골,36.61324494,127.53544084
CJB270000168,가락골,36.61314018,127.53536867
CJB270000169,한박골,36.61676303,127.54098821
CJB270000170,한박골,36.61668562,127.54108253
CJB270000172,태산아파트,36.61361455,127.51087958
CJB270000173,백운동,36.60891466,127.52448044
CJB270000174,백운동,36.6087683,127.52443347
CJB270000175,운동동삼거리,36.60192901,127.51512796
CJB270000176,운동동,36.60979849,127.52666899
CJB270000177,장자마을현대아파트,36.63272137,127.50917954
CJB270000178,장자마을5단지아파트,36.63121088,127.5067696
CJB270000179,장자마을5단지아파트,36.63168196,127.50683614
CJB270000180,명암동,36.65427694,127.52426101
CJB270000181,청주어린이회관,36.64904319,127.51386324
CJB270000182,명암저수지,36.63962103,127.51272412
CJB270000183,명암저수지,36.64176361,127.51307996
CJB270000184,청주어린이회관,36.64848931,127.51423941
CJB270000185,국립청주박물관,36.64822916,127.51283274
CJB271000499,호죽1리,36.69745884,127.36250915
CJB271000500,오산2리,36.67687892,127.3708246
CJB271000501,하수처리과종점,36.66706064,127.39299739
CJB271000502,하수처리과종점,36.66685581,127.39267164
CJB271000503,옥산,36.6660455,127.37251495
CJB271000504,옥산면행정복지센터,36.66386003,127.37570406
CJB271000505,옥산면행정복지센터,36.66352061,127.37590143
CJB271000506,가락4리,36.66274278,127.38980694
CJB271000507,가락4리,36.66288755,127.38975946
CJB271000508,옥산새마을금고,36.66494044,127.37483161
CJB271000509,가락3리,36.66606651,127.37279396
CJB271000510,장동(금성),36.68894384,127.33214083
CJB271000511,장동(곡수),36.69195349,127.32801314
CJB271000512,환희2리,36.6739475,127.36151862
CJB271000513,옥산한울2차아파트,36.66572741,127.3705829
CJB271000514,금정2차아파트,36.65930456,127.36807463
CJB271000515,아트빌아파트,36.65642868,127.36847241
CJB271000516,신촌리,36.64761702,127.35363536
CJB271000517,화인테크노빌아파트,36.66735572,127.38449009
CJB271000521,소로1리(벌터),36.68149113,127.40362185
CJB271000522,소로1리(벌터),36.68163916,127.40419867
CJB271000523,소로2리(서번),36.68548489,127.40859045
CJB271000524,소로2리(서번),36.68566119,127.40905671
CJB271000525,남촌리,36.69486886,127.41942909
CJB271000526,환경사업소,36.69455084,127.41280815
CJB271000527,LG화학,36.69531581,127.41226666
CJB271000528,스템코,36.69871127,127.40835661
CJB271000530,수락리,36.70727675,127.34656237
