nodeid,nodenm,gpslati,gpslong
CJB270000937,성산1리,36.74146132,127.4204737
CJB270000938,성산1리,36.74158435,127.4207207
CJB270000939,충청북도교육문화원입구,36.6838211,127.48175931
CJB270000940,문암,36.66991402,127.44903126
CJB270000941,문암,36.66973847,127.44898549
CJB270000942,미래지농촌테마공원(한옥마을),36.7322375,127.40448414
CJB270000943,미래지농촌테마공원(한옥마을),36.73208875,127.40450575
CJB270000944,도원1리,36.52839502,127.46322709
CJB270000945,도원1리,36.5285466,127.4630633
CJB270000946,서원말,36.62611522,127.54847064
CJB270000947,월오수변공원,36.62852168,127.54739203
CJB270000948,다솜동,36.5318917,127.3205423
CJB270000949,다솜동,36.53278197,127.31871746
CJB270000954,원수산MTB공원,36.52376366,127.2663827
CJB270000955,원수산MTB공원,36.52345531,127.26625324
CJB270000956,한별동,36.53404366,127.27525917
CJB270000957,한별동,36.53384001,127.27661799
CJB270000958,해밀고등학교,36.52585475,127.27119662
CJB270000959,해밀고등학교,36.52587664,127.27147862
CJB270000960,해밀마을1단지,36.52498958,127.26317965
CJB270000961,해밀마을1단지,36.52458157,127.26328992
CJB270000962,호반써밋브룩사이드아파트,36.60234611,127.50398784
CJB270000963,호반써밋브룩사이드아파트,36.60228018,127.50466079
CJB270000964,율량동 대원칸타빌4차아파트,36.66104914,127.50739858
CJB270000965,율량동 대원칸타빌4차아파트,36.6611544,127.50754468
CJB270000966,내곡,36.6632201,127.429709
CJB270000967,내곡,36.66312589,127.42959663
CJB270000968,상신,36.66394506,127.43541477
CJB270000969,상신농협,36.66385362,127.4339266
CJB270000970,오송역북문,36.62326309,127.32468491
CJB270000971,청주새활용시민센터,36.68246742,127.49866155
CJB270000972,송산공원,36.62341401,127.31031704
CJB270000973,송산공원,36.62350713,127.31002954
CJB270000974,문의문화재단지,36.51041903,127.49582535
CJB270000975,문의문화재단지,36.51007572,127.49549385
CJB270000976,대농공원.흥덕보건소임시청사,36.64198479,127.43164295
CJB270000977,대농공원.흥덕보건소임시청사,36.64179998,127.43166429
CJB270000978,오송파출소,36.62072358,127.31989238
CJB270000979,오송파출소,36.62057306,127.31973525
CJB270000982,우진1차고지,36.6147552,127.51805253
CJB270000983,우진1차고지,36.61462946,127.51899346
CJB270000984,송절동,36.66760284,127.44477279
CJB270000985,송절동,36.66755245,127.44499621
CJB270000986,상신교차로,36.66767435,127.43517291
CJB270000987,상신교차로,36.66748837,127.4349006
CJB270000988,원평2구 임시정류장,36.66835037,127.44003143
CJB270000989,원평2구 임시정류장,36.6683047,127.44019617
CJB270000990,송산공원,36.62442031,127.30972855
CJB270000992,오송역파라곤센트럴시티2차아파트,36.62011452,127.314264
CJB270000993,오송역파라곤센트럴시티1차 서측,36.6204363,127.31440784
CJB270000994,동양일보,36.66552887,127.49318318
CJB270000995,정류장,36.6724402,127.43793207
CJB270000996,정류장,36.67255298,127.43789355
CJB270000997,정상동,36.68201142,127.46145308
CJB270000998,정하,36.67341903,127.46382089
CJB270000999,청원쌍용예가 1단지 아파트,36.62286925,127.36428367
CJB270001000,낙가동소류지,36.62240832,127.53179839
CJB270001001,백현리,36.71964036,127.36532217
CJB270001002,백현리,36.71948266,127.36532143
CJB270001003,백현2리,36.7205843,127.35864687
CJB270001004,성재2교,36.72383487,127.35722354
CJB270001005,백현2리,36.72044963,127.35848394
CJB270001006,성재1리,36.72729621,127.35536728
CJB270001007,성재1리,36.72731949,127.35511831
CJB270001008,성재2리,36.72280289,127.34662092
CJB270001009,성재2리,36.72266263,127.34682458
CJB270001010,성재2리(한국냉장(주)),36.71958395,127.34573897
CJB270001011,성재2리(한국냉장(주)),36.71940363,127.34577174
CJB270001012,사정리(덕수),36.72018736,127.33880727
CJB270001013,사정리(덕수),36.71992782,127.33897124
CJB270001014,석판,36.6019422,127.44047544
CJB270001015,석판,36.60149881,127.44036115
CJB270001018,청주공항역,36.72021665,127.4912827
CJB270001019,상당산성종점,36.66325593,127.54237805
CJB270001020,진다리,36.58570191,127.39127593
CJB270001021,청신운수,36.58711558,127.39366877
CJB270001022,고래기마을,36.59042652,127.39796272
CJB270001023,상발,36.59377531,127.4003351
CJB270001024,상발,36.59399401,127.40028315
CJB270001025,고래기마을,36.59050364,127.39780388
CJB270001026,청신운수,36.58744621,127.39382968
CJB270001027,진다리,36.58584651,127.39114815
CJB270001028,중흥S클래스아파트 정문,36.60169344,127.50169804
CJB270001029,대농공원 다목적회관,36.64235845,127.43482638
CJB270001030,석판종점,36.58341442,127.4436245
CJB270001031,석판종점,36.58322655,127.44386086
CJB283000237,세광중.고등학교,36.60338034,127.45528234
CJB283000239,청소년꿈키움센터,36.5988783,127.46588104
CJB283000240,가마리,36.60136444,127.45957124
CJB283000241,남이면행정복지센터,36.55990801,127.43469908
CJB283000242,척산3리,36.56219201,127.44624564
CJB283000243,수대리,36.57063838,127.45258799
CJB283000244,남이초등학교,36.57550475,127.45452508
CJB283000245,가좌리,36.57943939,127.46165533
CJB283000246,양촌리,36.58341737,127.46467707
CJB283000247,양촌3리,36.59228587,127.47022064
CJB283000248,가마육교,36.59507621,127.47119291
CJB283000249,양촌2리,36.59164496,127.46963909
CJB283000250,양촌1리,36.58601164,127.46610429
CJB283000251,양촌1리,36.58585407,127.46624194
CJB283000252,양촌리,36.5833363,127.46439241
CJB283000253,남이초등학교,36.57572852,127.45446704
CJB283000254,척산3리,36.56245818,127.44523407
CJB283000255,척산1리,36.56281528,127.44010818
CJB283000256,미평,36.59768156,127.47264187
CJB283000257,남이외천삼거리(외천3리),36.5561969,127.43111295
CJB283000258,대련리,36.58201546,127.44606149
CJB283000259,석판리,36.59403503,127.44161227
CJB283000260,석판리,36.59437361,127.4414354
CJB283000261,대련리,36.58193684,127.44596065
CJB283000262,대련리,36.57912028,127.4495145
CJB283000263,대련리,36.57923427,127.44955562
CJB283000264,팔봉1리,36.57774521,127.41180512
CJB283000265,구뜸,36.58229839,127.40923145
CJB283000266,구암,36.59366338,127.40878741
CJB283000269,갈원,36.57126391,127.39455114
CJB283000270,척산3리,36.55782203,127.46375482
CJB283000271,문동2리,36.55430404,127.47314025
CJB283000272,척산3리,36.55679498,127.45610263
CJB283000273,척산1리,36.56267954,127.44053211
CJB283000274,척산4리,36.56250572,127.43061457
CJB283000275,척북삼포아파트,36.57352777,127.42709089
CJB283000276,삼포아파트,36.5723134,127.42209676
CJB283000277,사동리,36.5688629,127.41692995
CJB283000278,사동2리,36.56699596,127.40843819
CJB283000280,갈원리,36.56853665,127.39356608
CJB283000281,가좌리,36.57912915,127.46090206
CJB283000282,수대리,36.57039732,127.45228088
CJB283000283,남이면행정복지센터,36.55993863,127.43445238
CJB283000284,척산4리(장들),36.5618043,127.43090631
CJB283000285,척북삼포아파트,36.57345765,127.4272992
CJB283000286,척북,36.57630454,127.42501026
CJB283000287,척북삼포아파트,36.57219781,127.42188248
CJB283000288,사동1리(등등이),36.56867732,127.41625972
CJB283000289,사동2리,36.56707926,127.4092757
CJB283000291,석실,36.58969165,127.42897907
CJB283000292,구암,36.59053633,127.4052915
CJB283000293,팔봉1리,36.57782551,127.41189865
CJB283000294,석실리,36.59360372,127.42746968
CJB283000295,척산4리,36.56332736,127.43058834
CJB283000296,척산4리,36.56329008,127.43040133
CJB283000297,척북삼거리,36.57626757,127.42568873
CJB283000298,석실,36.59209222,127.4284596
CJB283000299,석실,36.59226197,127.42855355
CJB283000300,갈원1리,36.56872974,127.39358154
CJB283000302,두지동입구,36.59914256,127.46672545
CJB283000303,가마힐데스하임아파트,36.59931708,127.47099478
CJB283000305,구암리,36.59368893,127.40896496
CJB283000306,석실리,36.59518547,127.42685877
CJB283000307,석실리,36.5952847,127.42695337
CJB283000308,비룡리,36.56025926,127.37973671
CJB283000309,서원요양병원,36.58366725,127.42827529
CJB283000310,중뜸,36.57848351,127.41121859
CJB283000311,팔봉2리,36.57927734,127.40935589
CJB283000312,팔봉2리,36.57928318,127.40923047
CJB283000313,문동배수지,36.55439268,127.46871943
CJB283000314,문동배수지,36.55424339,127.46870783
CJB283000315,서원요양병원,36.58376764,127.42820012
CJB283000316,척산3길,36.56045074,127.44927887
CJB283000317,척산3리(새동네),36.56054834,127.44945064
CJB283000318,척산3리,36.55902911,127.4538344
CJB283000319,척산3리(낚시터앞),36.55909751,127.45404038
CJB283000320,대련리,36.58516119,127.44208637
CJB283000321,대련1리,36.58499925,127.44208185
CJB283000324,농협가마지점,36.59816342,127.47248651
CJB283000325,비룡2리,36.561286,127.37798478
CJB283000326,비룡2리,36.56121022,127.37777776
CJB283000327,석판교차로,36.60428712,127.44066989
CJB283000328,구암리,36.59407215,127.40497664
CJB283000329,노산리,36.45499052,127.45080376
CJB283000330,하석2리,36.45923546,127.45960748
CJB283000331,오가리,36.47521104,127.47072716
CJB283000332,죽암.청주IT과학고,36.52355061,127.43217491
CJB270001032,쌍용예가 아파트,36.62274168,127.36400918
CJB270001033,용호동,36.53635166,127.31232784
CJB270001034,용호동,36.53655242,127.31136828
CJB270001035,용호동,36.53653866,127.31232301
CJB270001036,용호동,36.53641535,127.31123094
CJB270001037,호려울마을8.9단지,36.47984101,127.29706709
CJB270001038,호려울마을8.9단지,36.47966352,127.29596447
CJB270001039,새샘마을1.2단지,36.48077161,127.29970975
CJB270001040,새샘마을1.2단지,36.48070196,127.29873586
CJB270001041,소담고등학교(새샘마을5단지),36.48155897,127.30461164
CJB270001042,소담고등학교(새샘마을1단지),36.48164721,127.30357976
CJB270001043,한국개발연구원(KDI),36.48200436,127.30838798
CJB270001044,한국개발연구원(KDI),36.48222273,127.30845022
CJB270001045,새나루마을1단지(후문),36.48388098,127.31784748
CJB270001046,새나루마을1단지(후문),36.48410422,127.31777028
CJB270001047,새나루마을1단지,36.48586412,127.32098868
CJB270001048,새나루마을1단지,36.48607845,127.32087518
CJB270001049,새나루마을8단지,36.48883525,127.32365148
CJB270001050,새나루마을8단지,36.48889452,127.32339504
CJB270001051,새나루마을9단지,36.49077449,127.32466399
CJB270001052,새나루마을9단지,36.49082693,127.32443542
CJB270001053,새나루마을10단지,36.49372125,127.3254994
CJB270001054,새나루마을10단지,36.49377819,127.32527084
CJB270001055,산학연클러스터,36.4973528,127.33045351
CJB270001056,산학연클러스터,36.49729946,127.33019099
CJB270001057,세종이음학교,36.49966954,127.33341284
CJB270001058,세종이음학교,36.49986329,127.33341367
CJB270001059,부강산업단지입구,36.50098628,127.36166647
CJB270001060,새뜸마을1.2단지,36.48292613,127.24619229
CJB270001061,새뜸마을1.2단지,36.48292686,127.24584078
CJB270001062,가득초등학교(새뜸마을3.4단지),36.48567168,127.24545328
CJB270001063,가득초등학교(새뜸마을3.4단지),36.48559126,127.24512381
CJB270001064,가득초등학교정문,36.48838017,127.24410587
CJB270001065,가득초등학교정문,36.48834036,127.24374304
CJB270001066,가락마을6단지,36.50255446,127.23898786
CJB270001067,가락마을6단지,36.50250632,127.23827891
CJB270001068,고운동커뮤니티센터남측,36.50447275,127.23504504
CJB270001069,고운동커뮤니티센터남측,36.50436972,127.23473776
CJB270001070,가락마을9.11단지,36.51061286,127.22991173
CJB270001071,가락마을9.11단지,36.5106562,127.22962999
CJB270001072,가락마을10.13단지,36.51415478,127.22971289
CJB270001073,가락마을10.13단지,36.51358999,127.22935677
CJB270001074,가락마을17.18단지,36.51950243,127.23469694
CJB270001075,가락마을17.18단지,36.51974572,127.23470884
CJB270001076,가락마을22단지,36.51989256,127.24127968
CJB270001077,가락마을22단지,36.52002945,127.24154526
CJB270001078,자이아파트,36.59086637,127.29189904
CJB270001079,자이아파트,36.5910518,127.29161478
CJB270001080,신흥사거리,36.59457156,127.29128717
CJB270001081,신흥사거리,36.59446851,127.29104651
CJB270001082,세종시보건소(대동초),36.59542141,127.29382721
CJB270001083,세종시보건소(대동초),36.59553266,127.29255921
CJB270001084,문의문화재단지 종점,36.50984091,127.49452953
CJB270001085,홍고개,36.65188151,127.55509225
CJB270001086,홍고개,36.65191599,127.555428
CJB270001087,신촌고개,36.61829119,127.52342521
CJB270001088,문의문화재단지 종점,36.5099624,127.49456938
CJB270001089,창리,36.73983326,127.4534157
CJB270001090,창리,36.73889843,127.45398681
CJB271000001,예술의전당.유네스코국제기록유산센,36.64260734,127.47178118
CJB271000002,국민건강보험공단.충청일보,36.64428377,127.47686999
CJB271000003,흥덕대교,36.64557657,127.47962299
CJB271000004,흥덕대교,36.64583316,127.47956644
CJB271000005,유네스코국제기록유산센터,36.64326317,127.47417754
CJB271000006,운천형석아파트,36.65240464,127.47067451
CJB271000007,제2운천교,36.65603015,127.47255848
CJB271000008,제2운천교,36.65580924,127.47265892
CJB271000009,운천주공아파트,36.65007346,127.46816717
CJB271000010,운천주공아파트,36.64984015,127.46822216
CJB271000011,운천동우체국,36.64862262,127.47584744
CJB271000012,운천신봉동행정복지센터,36.64747229,127.47680601
CJB271000013,운천신봉동행정복지센터,36.6474479,127.47660554
CJB271000014,새청주새마을금고,36.6496722,127.4747354
CJB271000015,운천진양아파트,36.65000025,127.47468115
CJB271000016,신봉동.대성중학교,36.657825,127.46767333
CJB271000017,우림필유아파트,36.65749288,127.46773035
CJB271000018,신봉동,36.66032013,127.46507872
CJB271000019,운천세원아파트,36.65186994,127.47286848
CJB271000020,운천삼일아파트.충북일보,36.65202703,127.47296277
CJB271000021,삼성아파트,36.65546663,127.46991471
CJB271000022,신봉삼성아파트,36.65612411,127.4690296
CJB271000023,중부매일.백제유물전시관,36.65234194,127.47033662
CJB271000024,국민건강보험공단.충청일보,36.64459203,127.4769661
CJB271000025,고인쇄박물관.흥덕사지,36.64287231,127.47109754
CJB271000026,신봉동,36.66058075,127.46517175
CJB271000027,송천교,36.66572119,127.46442169
CJB271000028,차량등록사업소.장애인종합복지관,36.6638169,127.46623029
CJB283000333,죽암.청주IT과학고,36.52241856,127.43173038
CJB283000334,우록2리(청원가구마을),36.51763314,127.42915607
CJB283000335,우록2리(청원가구마을),36.517307,127.42926165
CJB283000336,우록2리,36.51509218,127.4286665
CJB283000337,우록2리,36.51386816,127.42872882
CJB283000338,우록3리,36.50895837,127.42814889
CJB283000339,죽전2리,36.50789833,127.42786121
CJB283000340,우록1리,36.50143717,127.42793693
CJB283000341,우록1리,36.5012569,127.42806163
CJB283000342,죽전3리,36.49899706,127.42702113
CJB283000343,죽전3리,36.49915454,127.42685511
CJB283000344,죽전1리,36.49465552,127.42573186
CJB283000345,현도면행정복지센터.선동리,36.48679322,127.42360552
CJB283000346,현도면행정복지센터.선동리,36.48500561,127.42416847
CJB283000347,시목리,36.48391777,127.42436809
CJB283000348,달계리,36.47441086,127.42629083
CJB283000349,매봉(매봉리방면),36.4736746,127.42595988
CJB283000350,매봉리,36.47088331,127.4246636
CJB283000351,매봉(양지리방면),36.47062165,127.42425351
CJB283000352,양지리,36.45926059,127.4266903
CJB283000353,양지2리,36.45933538,127.42688373
CJB283000354,시목리,36.48971141,127.41438352
CJB283000355,시목1리,36.49048168,127.41042381
CJB283000356,시목1리,36.49050742,127.41098321
CJB283000357,죽전1리,36.49455133,127.4259018
CJB283000358,시동리,36.4913493,127.44773243
CJB283000359,노산,36.45499353,127.45095437
CJB283000360,하석2,36.45914186,127.45966924
CJB283000361,오가리,36.47555183,127.47071687
CJB283000362,오가리,36.47561078,127.47082921
CJB283000363,죽암2리,36.5255811,127.44690925
CJB283000364,죽암2리,36.52537772,127.44696429
CJB283000365,죽암2리,36.53065684,127.44975682
CJB283000366,대청산기도원앞,36.52459587,127.44008318
CJB283000367,대청산기도원앞,36.52472577,127.44013295
CJB283000368,죽암.청주IT과학고,36.522083,127.434533
CJB283000369,죽암.청주IT과학고,36.52221774,127.43446918
CJB283000370,죽암2리,36.52551153,127.44715028
CJB283000371,선동2리,36.4930779,127.43247497
CJB283000372,선동2리,36.49291452,127.43256458
CJB283000373,등동2리,36.5434409,127.46965583
CJB283000374,등동2,36.54330669,127.46956361
CJB283000375,부용외천3리.양지말,36.54190142,127.42999571
CJB283000376,부용외천1리.외천초교,36.54158914,127.43024696
CJB283000377,부용외천2리.황뜸,36.5348604,127.42671675
CJB283000378,부용외천2리,36.53378451,127.4265438
CJB283000379,부용외천2리.창말,36.53216942,127.42652071
CJB283000380,부용외천리,36.53131239,127.42765908
CJB283000381,남청주IC,36.53286912,127.42522218
CJB283000383,듬배,36.53074942,127.41073413
CJB283000384,듬배,36.53024692,127.41016566
CJB284000001,내덕1동행정복지센터,36.65883152,127.48265676
CJB284000002,새동네놀이터,36.66043198,127.47960103
CJB284000003,청주농업고등학교,36.65727053,127.48597492
CJB284000004,청주농업고등학교,36.65716015,127.48626975
CJB284000005,내덕1동행정복지센터,36.65902695,127.48203231
CJB284000006,신화아파트.밤고개자연시장,36.66308273,127.48684897
CJB284000007,시영아파트사거리,36.65805318,127.47883521
CJB284000008,시영아파트사거리,36.6584772,127.47823546
CJB284000009,내덕시영아파트,36.66015753,127.4770327
CJB284000010,내덕시영아파트,36.65987265,127.47700847
CJB284000011,보성아파트,36.65823019,127.47642453
CJB284000012,보성아파트,36.65785772,127.47623576
CJB284000013,밤고개,36.65950982,127.48753988
CJB284000014,문화제조창.시청제2임시청사,36.6551558,127.48844776
CJB284000015,덕벌초등학교,36.65590399,127.48049198
CJB284000016,덕벌초등학교,36.65658578,127.48011823
CJB284000017,새동네놀이터,36.66053565,127.4797072
CJB284000018,내덕2동행정복지센터,36.65960754,127.49049764
CJB284000019,내덕2동행정복지센터,36.65958773,127.49026783
CJB284000020,청주예술대학종점지,36.658692,127.499338
CJB284000021,엘지산전아파트.밤고개자연시장,36.66224607,127.49169969
CJB284000022,엘지산전아파트.밤고개자연시장,36.66171923,127.49153128
CJB284000023,신화아파트.밤고개자연시장,36.66250637,127.4871478
CJB284000024,밤고개,36.65958484,127.4877315
CJB284000025,문화제조창.시청제2임시청사,36.65556866,127.48860978
CJB284000026,청주시문화산업단지정문,36.65767181,127.49225272
CJB284000027,청주문화산업단지입구,36.65755922,127.4923454
CJB284000028,안덕벌,36.65813355,127.49460702
CJB284000029,안덕벌,36.65823756,127.49523272
CJB284000030,충북문화예술인회관,36.65353215,127.48257686
CJB284000031,청주대학교.뉴시스,36.65074073,127.48905996
CJB271000029,차량등록사업소.장애인종합복지관,36.66370922,127.4660741
CJB271000030,개신현대아파트,36.6251756,127.44990384
CJB271000031,충북대학교정문,36.63194956,127.45232588
CJB271000032,충청북도 교육도서관 임시청사,36.62955061,127.45012442
CJB271000033,충북공고앞,36.61070466,127.43215319
CJB271000034,황새울,36.6101628,127.42718277
CJB271000035,황새울,36.61030322,127.42695478
CJB271000036,홍골,36.61741705,127.43634052
CJB271000037,가경태암수정아파트,36.62273925,127.44124697
CJB271000038,충북대학교사범대학부설중.고등학교,36.62314636,127.44003134
CJB271000039,충북공업고등학교,36.6097512,127.43235827
CJB271000040,죽림동,36.61231294,127.43972682
CJB271000041,가경주공2단지아파트,36.61717969,127.44370937
CJB271000042,시외버스터미널,36.62557898,127.43152905
CJB271000043,가경세원3차아파트,36.62790197,127.43803677
CJB271000044,세원가경골아파트,36.62691223,127.43746496
CJB271000045,서청주새마을금고,36.61707015,127.44356121
CJB271000046,서원고등학교,36.61972393,127.44223006
CJB271000047,서경중학교.서경초등학교,36.61900152,127.44245172
CJB271000048,가경삼일원앙아파트,36.623427,127.44003728
CJB271000049,벽산아파트,36.63221116,127.43201286
CJB271000050,고속.시외버스터미널,36.62603173,127.43217695
CJB271000051,가경덕일한마음아파트,36.6230916,127.44180862
CJB271000052,가경대원아파트,36.62619357,127.43796268
CJB271000053,가경노인복지관,36.61143264,127.43735974
CJB271000054,경덕초등학교,36.62183076,127.43813721
CJB271000055,MBC.경덕중학교,36.61907748,127.43546071
CJB271000056,가경주공6단지아파트,36.61556214,127.43785882
CJB271000057,가경주공6단지아파트,36.61591658,127.43804972
CJB271000058,장구봉로,36.6207788,127.43505113
CJB271000059,서부소방서.가경터미널시장,36.62753661,127.43639097
CJB271000060,가로수마을휴먼시아,36.62117912,127.43339896
CJB271000061,가로수마을휴먼시아,36.62152657,127.43362192
CJB271000062,한라비발디아파트,36.62106737,127.42739625
CJB271000063,호반베르디움아파트,36.62143712,127.42823048
CJB271000064,죽림동사거리,36.61307763,127.43989367
CJB271000065,고속버스터미널,36.62653722,127.43015328
CJB271000066,고속버스터미널,36.6259352,127.42998694
CJB271000067,하나병원,36.62401602,127.43136022
CJB271000068,한국자산관리공사,36.62447681,127.42735572
CJB271000069,대원칸타빌,36.61918312,127.42596402
CJB271000070,대원칸타빌,36.61914793,127.42613359
CJB271000071,서현초등학교,36.61862521,127.43044569
CJB271000072,서현초등학교.가경아이파크아파트,36.61865133,127.43116209
CJB271000073,가로수마을휴먼시아,36.61988512,127.43332406
CJB271000074,MBC.경덕중학교,36.61953107,127.43461322
CJB271000075,충북공고,36.60997668,127.43313492
CJB271000076,가경뜨란채7단지,36.61647612,127.44044116
CJB271000077,가경뜨란채7단지,36.61638309,127.44030692
CJB271000081,장구봉로,36.62063917,127.4351196
CJB271000082,하나병원,36.62357266,127.43220266
CJB271000083,한국자산관리공사,36.62455471,127.42849757
CJB271000084,죽천교,36.6328626,127.43936254
CJB271000085,충북지방조달청,36.63189179,127.43124483
CJB271000086,충북선거관리위원회,36.63224577,127.42599694
CJB271000087,지웰시티아파트,36.64601844,127.42384879
CJB271000088,흥덕고등학교,36.63623677,127.42465246
CJB271000089,현대아파트,36.6358013,127.43284971
CJB271000090,현대백화점,36.64499437,127.42864917
CJB271000091,충북대학교입구,36.63453715,127.45222474
CJB271000092,청주시평생학습관,36.63555589,127.45334486
CJB271000093,청주고등학교,36.63474553,127.45567283
CJB271000094,진흥초등학교,36.63523289,127.43435622
CJB271000095,아름다운나날아파트,36.63536817,127.43352793
CJB271000096,세원느티마을아파트,36.63639511,127.43015577
CJB271000097,세원느티마을아파트,36.63666525,127.4291297
CJB271000098,서원초등학교,36.63345003,127.44293402
CJB271000099,삼화전기,36.63769929,127.44248772
CJB271000100,삼화전기,36.63761472,127.44231263
CJB271000101,비하삼일아파트,36.63354684,127.42506787
CJB271000102,영조1차아파트.비하새동네,36.6376243,127.42310043
CJB271000103,두진아파트,36.63664179,127.42756624
CJB271000104,두진아파트,36.63669104,127.42662957
CJB271000105,산업단지입구,36.63433755,127.4488923
CJB271000106,서청주우체국,36.63683,127.43587222
CJB271000107,서청주우체국,36.63724596,127.43560437
CJB284000032,청주대학교.뉴시스,36.65085033,127.48885739
CJB284000033,우암초등학교,36.64737816,127.48941706
CJB284000034,우암초등학교,36.64809781,127.48913878
CJB284000035,우암교회,36.64706157,127.48868608
CJB284000036,우암교회,36.64713403,127.48832739
CJB284000037,청원구청,36.65082378,127.48739623
CJB284000038,청원구청,36.65083646,127.48689768
CJB284000039,북부시장,36.64912942,127.48670113
CJB284000040,북부시장,36.64918948,127.48642403
CJB284000041,북부시장,36.64900856,127.4849404
CJB284000042,북부시장,36.64912615,127.48468662
CJB284000043,충북문화예술인회관,36.65362576,127.48272754
CJB284000044,청원경찰서,36.65164719,127.48449244
CJB284000045,청원경찰서,36.65162715,127.48427579
CJB284000047,동청주세무서.청주우체국,36.66167611,127.5089058
CJB284000048,동청주세무서.청주우체국,36.66243394,127.506685
CJB284000049,율량서희스타힐스아파트,36.66436724,127.49408426
CJB284000050,율량교사거리,36.66454247,127.4940876
CJB284000051,충북상업정보고등학교,36.66273129,127.47968187
CJB284000052,율량금호어울림센트로아파트,36.66338577,127.48214099
CJB284000053,예비군훈련장,36.66691814,127.50538282
CJB284000054,상리(남),36.6605971,127.51275883
CJB284000055,예비군훈련장,36.66766591,127.50484077
CJB284000056,청주대석우문화체육관,36.6640174,127.49978159
CJB284000057,청주대석우문화체육관,36.66377838,127.50051927
CJB284000058,율량통일아파트,36.66453893,127.48317989
CJB284000059,청주여자고등학교,36.66573116,127.48895926
CJB284000060,청주여자고등학교,36.66554959,127.48912688
CJB284000061,청주여자고등학교.충청매일,36.66597042,127.48667019
CJB284000062,중앙여자중학교,36.6627982,127.47771891
CJB284000063,중앙여자중학교,36.66291163,127.47784267
CJB284000064,율량금호어울림센트로아파트,36.66322743,127.48142333
CJB284000065,충북상업정보고등학교,36.6628718,127.47920471
CJB284000066,율량사천동행정복지센터,36.66472039,127.49207584
CJB284000068,동양일보,36.66522477,127.49343892
CJB284000069,율량중학교입구,36.67595438,127.48324188
CJB284000070,신흥고등학교,36.66723436,127.49355706
CJB284000071,신흥고등학교,36.66813931,127.49429519
CJB284000072,신라아파트,36.66638436,127.48122184
CJB284000073,신동아아파트,36.666136,127.47922349
CJB284000074,신동아아파트,36.66596485,127.4786276
CJB284000075,청주성모병원,36.67047046,127.48366359
CJB284000076,청주성모병원,36.6710134,127.48363855
CJB284000077,새터초등학교,36.66635358,127.47043533
CJB284000078,새터초등학교,36.66670787,127.47035561
CJB284000079,질구지,36.66185228,127.4760691
CJB284000080,질구지,36.66181422,127.47587401
CJB284000081,상리,36.66330031,127.5109584
CJB284000082,삼정아파트.주중초등학교,36.67164058,127.49017721
CJB284000083,사천교,36.66457921,127.48569126
CJB284000084,사천교,36.66430171,127.48495841
CJB284000085,사천대창아파트,36.66462648,127.47622781
CJB284000086,삼정1차.럭키1.2차아파트,36.67120862,127.49283336
CJB284000087,삼정1차.럭키1.2차아파트,36.67092181,127.49357784
CJB284000088,럭키아파트,36.66982605,127.49518679
CJB284000089,사천동아아파트,36.66358962,127.47441862
CJB284000090,율량동아아파트,36.66443615,127.48299372
CJB284000091,사천동아아파트,36.66340507,127.47438695
CJB284000092,덕성초등학교,36.66666991,127.48595743
CJB284000093,덕성초등학교,36.66767203,127.48572906
CJB284000094,사천덕성그린아파트,36.66375083,127.47195241
CJB284000095,사천덕성그린아파트,36.66378317,127.47219677
CJB284000096,대창아파트.성모병원,36.67192507,127.48501209
CJB284000097,율량대창아파트,36.66651856,127.4813764
CJB284000098,사천보성아파트,36.66437377,127.4761156
CJB284000099,곰두리체육관,36.66964531,127.46539514
CJB284000100,곰두리체육관,36.66968211,127.46558149
CJB284000101,예비군훈련장,36.66775089,127.505362
CJB284000102,질구지,36.6620451,127.47416418
CJB284000103,율량동농협사거리,36.66820435,127.48438298
CJB284000104,율량동농협사거리,36.66803964,127.4842871
CJB284000105,상리(남),36.66311594,127.51070504
CJB284000106,선광로즈웰1차,36.66890556,127.49920491
CJB284000107,선광로즈웰1차,36.66876163,127.49938775
CJB284000108,충북낙농농협,36.66496155,127.4988289
CJB284000109,충북낙농농협,36.66502727,127.49863005
CJB284000110,율봉근린공원,36.66490563,127.50178988
CJB284000111,율봉근린공원,36.66465191,127.50158021
CJB284000112,중앙초등학교,36.66784944,127.50148778
CJB271000108,청주세무서,36.63780057,127.43949607
CJB271000109,청주세무서,36.63793509,127.43945069
CJB271000110,서청주새마을금고,36.63496904,127.44071475
CJB271000111,서청주새마을금고,36.63451367,127.44089023
CJB271000114,솔밭초등학교.신영지웰시티,36.64209608,127.42612164
CJB271000115,솔밭초등학교.신영지웰시티,36.64189716,127.42619537
CJB271000116,하복대금호어울림1차아파트,36.64137478,127.43523888
CJB271000117,하복대금호어울림2차아파트,36.64123995,127.43546843
CJB271000118,하복대삼일아파트,36.63417656,127.4358977
CJB271000119,하복대현대1차아파트,36.63417409,127.436126
CJB271000120,개신현대아파트,36.62551291,127.44973152
CJB271000121,충북대학교정문,36.63207067,127.45221655
CJB271000122,죽천교,36.63263829,127.43945841
CJB271000123,충청북도 교육도서관 임시청사,36.62910899,127.44986907
CJB271000124,가경초등학교.복대2동행정복지센터,36.62499934,127.44244143
CJB271000125,가경초등학교.복대2동행정복지센터,36.62486354,127.44231889
CJB271000126,복대가경시장,36.62991176,127.4408081
CJB271000127,복대가경시장,36.63023335,127.44097523
